ID,householdID,ba001,ba002,da001,da002_1_,da002_2_,ca001,gb001
064033231002,0640332310,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
064033211001,0640332110,1 Male,,2 Good,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
064033211002,0640332110,2 Female,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
064033235002,0640332350,1 Male,,,,,1 Main Respondent,26 Main Respondent
064033235001,0640332350,2 Female,,,,,1 Main Respondent,26 Main Respondent
064033224001,0640332240,1 Male,,4 Poor,,3 Same,2 Spouse,27 Main Respondent's Spouse
064033224002,0640332240,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
064033216002,0640332160,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
064033216001,0640332160,2 Female,,4 Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
064033229001,0640332290,1 Male,,4 Poor,,,,26 Main Respondent
064033202001,0640332020,1 Male,,,3 Same,,,2 HHMemberName[2]
064033218002,0640332180,2 Female,,2 Good,2 Worse,,,1 HHMemberName[1]
064033214001,0640332140,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
064033214002,0640332140,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
064033222001,0640332220,1 Male,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
064033222002,0640332220,2 Female,,4 Poor,3 Same,3 Same,1 Main Respondent,26 Main Respondent
064033204002,0640332040,1 Male,,4 Poor,,,1 Main Respondent,27 Main Respondent's Spouse
064033204001,0640332040,2 Female,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
064033103001,0640331030,1 Male,,3 Fair,,,,1 HHMemberName[1]
064033122002,0640331220,1 Male,,,,,1 Main Respondent,26 Main Respondent
064033122003,0640331220,2 Female,,1 Very Good,,,1 Main Respondent,26 Main Respondent
064033108001,0640331080,1 Male,,3 Fair,,,,26 Main Respondent
064033127002,0640331270,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
064033127001,0640331270,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
064033120001,0640331200,1 Male,,3 Fair,1 Better,3 Same,1 Main Respondent,26 Main Respondent
064033120002,0640331200,2 Female,,3 Fair,3 Same,3 Same,1 Main Respondent,26 Main Respondent
064033123002,0640331230,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
064033123001,0640331230,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
064033130002,0640331300,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
064033130001,0640331300,2 Female,,3 Fair,1 Better,,2 Spouse,27 Main Respondent's Spouse
064033119002,0640331190,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
064033119001,0640331190,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
064033128001,0640331280,1 Male,,1 Very Good,,,,26 Main Respondent
064033109002,0640331090,1 Male,,5 Very Poor,3 Same,3 Same,1 Main Respondent,26 Main Respondent
064033109001,0640331090,2 Female,,3 Fair,,3 Same,1 Main Respondent,26 Main Respondent
064033117002,0640331170,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
064033117001,0640331170,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
064033106001,0640331060,1 Male,,4 Poor,3 Same,2 Worse,1 Main Respondent,26 Main Respondent
064033106002,0640331060,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
064033116001,0640331160,1 Male,,,2 Worse,,1 Main Respondent,27 Main Respondent's Spouse
064033116002,0640331160,2 Female,,,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
064033101001,0640331010,2 Female,,4 Poor,,,,26 Main Respondent
064033124001,0640331240,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
064033124002,0640331240,2 Female,,4 Poor,1 Better,,1 Main Respondent,27 Main Respondent's Spouse
064033129001,0640331290,1 Male,,3 Fair,,,,26 Main Respondent
064033102002,0640331020,1 Male,,,,,1 Main Respondent,26 Main Respondent
064033102001,0640331020,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
064033111002,0640331110,1 Male,,4 Poor,3 Same,,1 Main Respondent,26 Main Respondent
064033111001,0640331110,2 Female,,1 Very Good,,1 Better,1 Main Respondent,26 Main Respondent
064033125001,0640331250,1 Male,,4 Poor,3 Same,1 Better,1 Main Respondent,26 Main Respondent
064033125002,0640331250,2 Female,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
064033126002,0640331260,1 Male,,5 Very Poor,2 Worse,2 Worse,2 Spouse,27 Main Respondent's Spouse
064033126001,0640331260,2 Female,,4 Poor,2 Worse,2 Worse,2 Spouse,27 Main Respondent's Spouse
064033114002,0640331140,1 Male,,5 Very Poor,,1 Better,1 Main Respondent,26 Main Respondent
064033114001,0640331140,2 Female,,3 Fair,1 Better,2 Worse,1 Main Respondent,26 Main Respondent
064033113002,0640331130,2 Female,,3 Fair,3 Same,2 Worse,,1 HHMemberName[1]
064033118001,0640331180,2 Female,,3 Fair,3 Same,,,26 Main Respondent
064033112002,0640331120,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
064033112001,0640331120,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
064033132001,0640331320,1 Male,,4 Poor,1 Better,,,26 Main Respondent
064033131001,0640331310,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
064033131002,0640331310,2 Female,,1 Very Good,,,1 Main Respondent,26 Main Respondent
064033115002,0640331150,1 Male,,2 Good,,,2 Spouse,26 Main Respondent
064033115001,0640331150,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
064033104001,0640331040,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
064033104002,0640331040,2 Female,,,3 Same,1 Better,1 Main Respondent,26 Main Respondent
064033105001,0640331050,1 Male,,,,3 Same,2 Spouse,27 Main Respondent's Spouse
064033105002,0640331050,2 Female,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
064033107002,0640331070,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
064033107001,0640331070,2 Female,,4 Poor,3 Same,2 Worse,2 Spouse,26 Main Respondent
060481308001,0604813080,1 Male,,4 Poor,2 Worse,2 Worse,2 Spouse,26 Main Respondent
060481308002,0604813080,2 Female,,5 Very Poor,2 Worse,,2 Spouse,26 Main Respondent
060481310001,0604813100,2 Female,,3 Fair,,,,26 Main Respondent
060481301002,0604813010,1 Male,,4 Poor,2 Worse,,1 Main Respondent,27 Main Respondent's Spouse
060481301001,0604813010,2 Female,,3 Fair,3 Same,2 Worse,1 Main Respondent,27 Main Respondent's Spouse
060481312001,0604813120,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
060481312002,0604813120,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
060481322002,0604813220,1 Male,,4 Poor,,3 Same,1 Main Respondent,27 Main Respondent's Spouse
060481322001,0604813220,2 Female,,4 Poor,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
060481303002,0604813030,1 Male,,3 Fair,,99 Never Had the Disease,2 Spouse,27 Main Respondent's Spouse
060481303001,0604813030,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481325001,0604813250,1 Male,,1 Very Good,,,,26 Main Respondent
060481309003,0604813090,1 Male,,3 Fair,2 Worse,3 Same,2 Spouse,27 Main Respondent's Spouse
060481309002,0604813090,2 Female,,3 Fair,,3 Same,2 Spouse,27 Main Respondent's Spouse
060481306001,0604813060,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
060481306002,0604813060,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
060481307002,0604813070,1 Male,,3 Fair,1 Better,1 Better,1 Main Respondent,26 Main Respondent
060481307001,0604813070,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
060481320001,0604813200,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481320002,0604813200,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481302001,0604813020,1 Male,,3 Fair,,,,26 Main Respondent
060481313001,0604813130,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
060481313002,0604813130,2 Female,,1 Very Good,,,1 Main Respondent,26 Main Respondent
060481331001,0604813310,1 Male,,4 Poor,1 Better,,2 Spouse,27 Main Respondent's Spouse
060481331002,0604813310,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481316002,0604813160,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
060481316001,0604813160,2 Female,,3 Fair,3 Same,3 Same,2 Spouse,26 Main Respondent
060481326002,0604813260,1 Male,,3 Fair,,3 Same,2 Spouse,27 Main Respondent's Spouse
060481326001,0604813260,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481328001,0604813280,1 Male,,1 Very Good,,,,26 Main Respondent
060481323001,0604813230,2 Female,,,1 Better,,,26 Main Respondent
060481327001,0604813270,1 Male,,5 Very Poor,,,1 Main Respondent,26 Main Respondent
060481327002,0604813270,2 Female,,4 Poor,3 Same,,1 Main Respondent,26 Main Respondent
060481329002,0604813290,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
060481321001,0604813210,1 Male,,2 Good,1 Better,,1 Main Respondent,26 Main Respondent
060481321002,0604813210,2 Female,,4 Poor,1 Better,,1 Main Respondent,26 Main Respondent
060481305001,0604813050,1 Male,,,,,,26 Main Respondent
060481332002,0604813320,1 Male,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
060481332001,0604813320,2 Female,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
060481304001,0604813040,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
060481304002,0604813040,2 Female,,3 Fair,2 Worse,,1 Main Respondent,26 Main Respondent
060481330001,0604813300,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481330002,0604813300,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481319001,0604813190,2 Female,,,3 Same,,,1 HHMemberName[1]
060481311001,0604813110,1 Male,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
060481311002,0604813110,2 Female,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
060481324002,0604813240,1 Male,,3 Fair,3 Same,3 Same,1 Main Respondent,26 Main Respondent
060481324001,0604813240,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
060481132002,0604811320,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
060481132001,0604811320,2 Female,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
060481102001,0604811020,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
060481102002,0604811020,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
060481136001,0604811360,2 Female,,,2 Worse,,,1 HHMemberName[1]
060481118001,0604811180,2 Female,,4 Poor,,,,26 Main Respondent
060481109002,0604811090,1 Male,,3 Fair,3 Same,3 Same,2 Spouse,26 Main Respondent
060481109001,0604811090,2 Female,,4 Poor,3 Same,3 Same,2 Spouse,26 Main Respondent
060481111002,0604811110,1 Male,,2 Good,2 Worse,,2 Spouse,27 Main Respondent's Spouse
060481111001,0604811110,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
060481101002,0604811010,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
060481101001,0604811010,2 Female,,1 Very Good,,,1 Main Respondent,26 Main Respondent
060481125002,0604811250,1 Male,,3 Fair,,1 Better,1 Main Respondent,26 Main Respondent
060481125001,0604811250,2 Female,,4 Poor,,3 Same,1 Main Respondent,26 Main Respondent
060481107002,0604811070,2 Female,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
060481107004,0604811070,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
060481114002,0604811140,1 Male,,3 Fair,,3 Same,2 Spouse,27 Main Respondent's Spouse
060481114001,0604811140,2 Female,,5 Very Poor,,3 Same,2 Spouse,27 Main Respondent's Spouse
060481128002,0604811280,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481128001,0604811280,2 Female,,4 Poor,3 Same,1 Better,2 Spouse,27 Main Respondent's Spouse
060481104002,0604811040,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
060481104001,0604811040,2 Female,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
060481108002,0604811080,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481108001,0604811080,2 Female,,3 Fair,1 Better,,2 Spouse,27 Main Respondent's Spouse
060481123001,0604811230,2 Female,,,3 Same,,,2 HHMemberName[2]
060481124001,0604811240,1 Male,,2 Good,3 Same,,2 Spouse,27 Main Respondent's Spouse
060481124002,0604811240,2 Female,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
060481120001,0604811200,1 Male,,3 Fair,,,,26 Main Respondent
060481112001,0604811120,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
060481112002,0604811120,2 Female,,4 Poor,2 Worse,2 Worse,2 Spouse,27 Main Respondent's Spouse
060481133002,0604811330,1 Male,,4 Poor,3 Same,3 Same,1 Main Respondent,26 Main Respondent
060481133001,0604811330,2 Female,,3 Fair,3 Same,2 Worse,1 Main Respondent,26 Main Respondent
060481110001,0604811100,1 Male,,2 Good,,,2 Spouse,26 Main Respondent
060481110002,0604811100,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
060481122002,0604811220,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
060481122001,0604811220,2 Female,,1 Very Good,1 Better,,2 Spouse,27 Main Respondent's Spouse
060481119001,0604811190,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481119002,0604811190,2 Female,,1 Very Good,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
060481130001,0604811300,2 Female,,4 Poor,3 Same,,,26 Main Respondent
060481106001,0604811060,1 Male,,3 Fair,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
060481106002,0604811060,2 Female,,5 Very Poor,,,1 Main Respondent,27 Main Respondent's Spouse
060481127001,0604811270,1 Male,,4 Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
060481127002,0604811270,2 Female,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
060481117001,0604811170,1 Male,,4 Poor,3 Same,3 Same,1 Main Respondent,26 Main Respondent
060481117002,0604811170,2 Female,,,3 Same,3 Same,1 Main Respondent,26 Main Respondent
060481129001,0604811290,2 Female,,4 Poor,2 Worse,2 Worse,,26 Main Respondent
060481121001,0604811210,1 Male,,4 Poor,3 Same,,,26 Main Respondent
060481140001,0604811400,1 Male,,2 Good,99 Never Had the Disease,,1 Main Respondent,27 Main Respondent's Spouse
060481140002,0604811400,2 Female,,1 Very Good,,,1 Main Respondent,27 Main Respondent's Spouse
060481126002,0604811260,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481126001,0604811260,2 Female,,3 Fair,,1 Better,2 Spouse,27 Main Respondent's Spouse
060481135002,0604811350,1 Male,,4 Poor,3 Same,,2 Spouse,27 Main Respondent's Spouse
060481135003,0604811350,2 Female,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
060481138001,0604811380,2 Female,,4 Poor,,3 Same,,26 Main Respondent
060481134001,0604811340,1 Male,,3 Fair,3 Same,3 Same,1 Main Respondent,26 Main Respondent
060481134002,0604811340,2 Female,,4 Poor,3 Same,2 Worse,1 Main Respondent,26 Main Respondent
060481131002,0604811310,1 Male,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
060481131001,0604811310,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
060481115001,0604811150,2 Female,,3 Fair,3 Same,3 Same,,26 Main Respondent
060481113002,0604811130,1 Male,,4 Poor,3 Same,3 Same,1 Main Respondent,26 Main Respondent
060481113001,0604811130,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
060481116001,0604811160,1 Male,,3 Fair,,3 Same,,26 Main Respondent
060481208001,0604812080,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
060481208002,0604812080,2 Female,,4 Poor,3 Same,3 Same,1 Main Respondent,26 Main Respondent
060481230001,0604812300,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
060481230002,0604812300,2 Female,,4 Poor,2 Worse,,1 Main Respondent,26 Main Respondent
060481219002,0604812190,2 Female,,3 Fair,,,,1 HHMemberName[1]
060481236002,0604812360,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
060481236001,0604812360,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
060481238002,0604812380,2 Female,,1 Very Good,1 Better,,,26 Main Respondent
060481223002,0604812230,1 Male,,2 Good,3 Same,,2 Spouse,27 Main Respondent's Spouse
060481223001,0604812230,2 Female,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
060481241001,0604812410,1 Male,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
060481241002,0604812410,2 Female,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
060481217001,0604812170,2 Female,,4 Poor,3 Same,,,26 Main Respondent
060481212002,0604812120,1 Male,,4 Poor,3 Same,,2 Spouse,26 Main Respondent
060481212001,0604812120,2 Female,,3 Fair,2 Worse,,2 Spouse,26 Main Respondent
060481218002,0604812180,2 Female,,,3 Same,,,26 Main Respondent
060481234001,0604812340,1 Male,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
060481234002,0604812340,2 Female,,4 Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
060481205002,0604812050,1 Male,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
060481205001,0604812050,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481224001,0604812240,1 Male,,2 Good,3 Same,1 Better,2 Spouse,26 Main Respondent
060481224002,0604812240,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
060481242001,0604812420,1 Male,,1 Very Good,3 Same,,1 Main Respondent,26 Main Respondent
060481242002,0604812420,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
060481207001,0604812070,1 Male,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
060481207002,0604812070,2 Female,,1 Very Good,3 Same,1 Better,1 Main Respondent,26 Main Respondent
060481239002,0604812390,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
060481239001,0604812390,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481222002,0604812220,1 Male,,4 Poor,3 Same,,2 Spouse,27 Main Respondent's Spouse
060481222001,0604812220,2 Female,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
060481231001,0604812310,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
060481231002,0604812310,2 Female,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
060481226001,0604812260,1 Male,,4 Poor,3 Same,,2 Spouse,26 Main Respondent
060481226002,0604812260,2 Female,,5 Very Poor,3 Same,,2 Spouse,26 Main Respondent
060481211002,0604812110,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
060481211001,0604812110,2 Female,,4 Poor,,3 Same,1 Main Respondent,26 Main Respondent
060481240001,0604812400,1 Male,,4 Poor,3 Same,3 Same,2 Spouse,26 Main Respondent
060481240002,0604812400,2 Female,,3 Fair,3 Same,3 Same,2 Spouse,26 Main Respondent
060481213001,0604812130,2 Female,,3 Fair,,,,26 Main Respondent
060481203001,0604812030,1 Male,,3 Fair,2 Worse,3 Same,2 Spouse,27 Main Respondent's Spouse
060481203002,0604812030,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481201001,0604812010,1 Male,,,2 Worse,,2 Spouse,27 Main Respondent's Spouse
060481201002,0604812010,2 Female,,5 Very Poor,2 Worse,2 Worse,2 Spouse,27 Main Respondent's Spouse
060481232001,0604812320,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481232002,0604812320,2 Female,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
060481209001,0604812090,2 Female,,4 Poor,2 Worse,,,26 Main Respondent
060481233002,0604812330,1 Male,,4 Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
060481233001,0604812330,2 Female,,1 Very Good,3 Same,,2 Spouse,27 Main Respondent's Spouse
060481216001,0604812160,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481216002,0604812160,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
060481221001,0604812210,1 Male,,2 Good,1 Better,,2 Spouse,27 Main Respondent's Spouse
060481221002,0604812210,2 Female,,3 Fair,,2 Worse,2 Spouse,27 Main Respondent's Spouse
060481227001,0604812270,1 Male,,1 Very Good,,,,26 Main Respondent
060481237001,0604812370,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
060481237002,0604812370,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
060481235002,0604812350,2 Female,,2 Good,99 Never Had the Disease,,2 Spouse,27 Main Respondent's Spouse
060481235001,0604812350,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
